siteid,sitename,plotid,easting,northing,taxonid,scientific,indviduali,pointid,individual,individu_1,dbh,dbhheight,basalcanop,basalcan_1,maxcanopyd,canopydiam,stemheight,stemremark,stemstatus,canopyform,livingcano,inplotcano,materialsa,dbhqf,stemmapqf
SJER,San Joaquin,SJER916,257458.100000000005821,4109605.799999999813735,CECU,Ceanothus cuneatus,"1561",center,11.199999999999999,192.400000000000006,,130.000000000000000,"31",14.000000000000000,2.000000000000000,1.500000000000000,1.500000000000000,2 stems,,Sphere,"100","100",f004,"0","0"
SJER,San Joaquin,SJER1068,255854.600000000005821,4111568.500000000000000,CELE2,Ceanothus leucodermis,"1635",center,2.300000000000000,75.700000000000003,19.300000000000001,10.000000000000000,"0",0.000000000000000,3.900000000000000,3.800000000000000,2.600000000000000,,,Sphere,"45","100",,"0","0"
SJER,San Joaquin,SJER1068,255854.399999999994179,4111563.500000000000000,CELE2,Ceanothus leucodermis,"1634",center,4.700000000000000,154.199999999999989,,130.000000000000000,"21",18.000000000000000,1.500000000000000,0.700000000000000,0.000000000000000,3 stems,long dead,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER1068,255859.399999999994179,4111572.799999999813735,CELE2,Ceanothus leucodermis,"1636",center,8.600000000000000,55.299999999999997,,130.000000000000000,"43",35.000000000000000,6.400000000000000,6.500000000000000,3.100000000000000,15 stems,,Hemisphere,"90","100",f077,"0","0"
SJER,San Joaquin,SJER2796,256026.799999999988358,4111524.200000000186265,CELE2,Ceanothus leucodermis,"1612",center,12.199999999999999,218.400000000000006,30.100000000000001,1.000000000000000,"0",0.000000000000000,6.600000000000000,6.000000000000000,4.400000000000000,,,Sphere,"90","100",f097,"0","0"
SJER,San Joaquin,SJER2796,256030.500000000000000,4111543.200000000186265,CELE2,Ceanothus leucodermis,"1619",center,10.199999999999999,337.600000000000023,,130.000000000000000,"76",27.000000000000000,4.300000000000000,3.200000000000000,2.900000000000000,10 stems,dead w branches,,"0","100",,"0","0"
SJER,San Joaquin,SJER1068,255853.899999999994179,4111576.799999999813735,CELE2,Ceanothus leucodermis,"1640",center,9.000000000000000,9.800000000000001,24.600000000000001,1.000000000000000,,,6.200000000000000,4.100000000000000,2.000000000000000,3 stems,dead and sprawling,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER1068,255845.500000000000000,4111559.000000000000000,CELE2,Ceanothus leucodermis,"1632",SW,3.400000000000000,80.000000000000000,14.400000000000000,1.000000000000000,"0",0.000000000000000,3.700000000000000,3.500000000000000,2.100000000000000,,,Sphere,"100","100",,"0","0"
SJER,San Joaquin,SJER824,256182.899999999994179,4110056.000000000000000,CELE2,Ceanothus leucodermis,"1395",center,8.900000000000000,342.199999999999989,,130.000000000000000,"105",89.000000000000000,5.700000000000000,4.900000000000000,3.700000000000000,22 stems,,Sphere,"60","100",f047,"0","0"
SJER,San Joaquin,SJER2796,256019.700000000011642,4111534.500000000000000,CELE2,Ceanothus leucodermis,"1627",center,14.699999999999999,273.000000000000000,20.800000000000001,10.000000000000000,"0",0.000000000000000,5.500000000000000,4.800000000000000,2.800000000000000,,,Hemisphere,"65","100",f098,"0","0"
SJER,San Joaquin,SJER1068,255858.100000000005821,4111567.799999999813735,CELE2,Ceanothus leucodermis,"1633",center,5.700000000000000,90.599999999999994,,130.000000000000000,"100",48.000000000000000,4.700000000000000,4.500000000000000,2.500000000000000,3 stems 0,,Hemisphere,"80","100",f074,"0","0"
SJER,San Joaquin,SJER2796,256035.299999999988358,4111530.500000000000000,CELE2,Ceanothus leucodermis,"1614",center,3.400000000000000,164.400000000000006,17.300000000000001,1.000000000000000,"0",0.000000000000000,5.100000000000000,4.300000000000000,3.800000000000000,,,Cone,"95","100",f096,"0","0"
SJER,San Joaquin,SJER1068,255848.600000000005821,4111577.000000000000000,CELE2,Ceanothus leucodermis,"1641",center,10.000000000000000,338.000000000000000,,130.000000000000000,"138",58.000000000000000,9.800000000000001,6.300000000000000,4.000000000000000,7 stems,,Hemisphere,"35","100",f076,"0","0"
SJER,San Joaquin,SJER952,255866.200000000011642,4110759.500000000000000,LUAL4,Lupinus albifrons,"1700",center,5.000000000000000,273.600000000000023,,130.000000000000000,"8",5.000000000000000,1.300000000000000,1.200000000000000,1.200000000000000,2 stems,,Cone,"90","100",,"0","0"
SJER,San Joaquin,SJER952,255864.600000000005821,4110752.000000000000000,LUAL4,Lupinus albifrons,"1660",center,9.699999999999999,222.900000000000006,3.300000000000000,130.000000000000000,"0",0.000000000000000,0.900000000000000,0.800000000000000,0.700000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255863.500000000000000,4110749.799999999813735,LUAL4,Lupinus albifrons,"1659",center,12.000000000000000,219.599999999999994,6.100000000000000,1.000000000000000,"0",0.000000000000000,1.500000000000000,1.500000000000000,1.200000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255863.899999999994179,4110761.799999999813735,LUAL4,Lupinus albifrons,"1697",center,7.800000000000000,290.899999999999977,9.800000000000001,10.000000000000000,"0",0.000000000000000,1.500000000000000,0.900000000000000,0.900000000000000,,dead and horiz,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255861.899999999994179,4110750.000000000000000,LUAL4,Lupinus albifrons,"1658",center,13.000000000000000,225.900000000000006,4.600000000000000,1.000000000000000,"0",0.000000000000000,0.600000000000000,0.600000000000000,1.100000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255863.700000000011642,4110754.500000000000000,LUAL4,Lupinus albifrons,"1656",center,8.800000000000001,238.900000000000006,3.500000000000000,1.000000000000000,"0",0.000000000000000,0.800000000000000,0.700000000000000,1.000000000000000,,,Cone,"90","100",,"0","0"
SJER,San Joaquin,SJER952,255862.700000000011642,4110751.799999999813735,LUAL4,Lupinus albifrons,"1657",center,11.199999999999999,229.699999999999989,15.300000000000001,1.000000000000000,"0",0.000000000000000,2.800000000000000,2.400000000000000,1.700000000000000,,,Cone,"85","100",,"0","0"
SJER,San Joaquin,SJER952,255879.399999999994179,4110766.500000000000000,LUAL4,Lupinus albifrons,"1684",center,11.100000000000000,47.299999999999997,2.300000000000000,1.000000000000000,"0",0.000000000000000,0.400000000000000,0.200000000000000,0.900000000000000,,dead,Cylinder,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255864.899999999994179,4110761.500000000000000,LUAL4,Lupinus albifrons,"1698",center,6.700000000000000,290.300000000000011,2.600000000000000,1.000000000000000,"0",0.000000000000000,0.400000000000000,0.400000000000000,0.700000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255865.799999999988358,4110760.000000000000000,LUAL4,Lupinus albifrons,"1699",center,5.500000000000000,280.300000000000011,4.100000000000000,10.000000000000000,"0",0.000000000000000,0.700000000000000,0.700000000000000,1.300000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255865.399999999994179,4110764.200000000186265,LUAL4,Lupinus albifrons,"1694",center,7.800000000000000,312.100000000000023,10.800000000000001,10.000000000000000,"0",0.000000000000000,1.500000000000000,1.500000000000000,0.600000000000000,,,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255865.799999999988358,4110755.500000000000000,LUAL4,Lupinus albifrons,"1655",center,6.500000000000000,236.800000000000011,5.900000000000000,1.000000000000000,"0",0.000000000000000,1.400000000000000,1.300000000000000,1.500000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255879.500000000000000,4110763.500000000000000,LUAL4,Lupinus albifrons,"1683",center,9.400000000000000,62.700000000000003,13.000000000000000,10.000000000000000,"0",0.000000000000000,2.600000000000000,2.000000000000000,1.600000000000000,,,Cone,"85","100",f072,"0","0"
SJER,San Joaquin,SJER952,255872.399999999994179,4110759.500000000000000,LUAL4,Lupinus albifrons,"1677",center,1.300000000000000,71.099999999999994,5.200000000000000,1.000000000000000,"0",0.000000000000000,1.300000000000000,1.200000000000000,1.100000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255861.899999999994179,4110764.000000000000000,LUAL4,Lupinus albifrons,"1692",center,10.600000000000000,298.699999999999989,3.500000000000000,1.000000000000000,"0",0.000000000000000,0.800000000000000,0.800000000000000,0.900000000000000,,,Cylinder,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255869.700000000011642,4110751.000000000000000,LUAL4,Lupinus albifrons,"1662",center,8.199999999999999,190.500000000000000,10.900000000000000,10.000000000000000,"0",0.000000000000000,2.500000000000000,2.300000000000000,2.200000000000000,,,Cone,"90","100",f069,"0","0"
SJER,San Joaquin,SJER952,255872.500000000000000,4110759.500000000000000,LUAL4,Lupinus albifrons,"1678",center,1.300000000000000,75.900000000000006,1.500000000000000,1.000000000000000,"0",0.000000000000000,0.300000000000000,0.300000000000000,0.600000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255877.100000000005821,4110761.500000000000000,LUAL4,Lupinus albifrons,"1681",center,6.400000000000000,68.400000000000006,4.000000000000000,10.000000000000000,"0",0.000000000000000,0.700000000000000,0.700000000000000,0.700000000000000,,dead,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255865.100000000005821,4110764.799999999813735,LUAL4,Lupinus albifrons,"1693",center,8.400000000000000,313.199999999999989,4.700000000000000,10.000000000000000,"0",0.000000000000000,0.600000000000000,0.400000000000000,1.000000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255876.700000000011642,4110752.799999999813735,LUAL4,Lupinus albifrons,"1669",center,8.300000000000001,138.400000000000006,12.600000000000000,3.000000000000000,"0",0.000000000000000,2.400000000000000,2.600000000000000,2.200000000000000,,,Cone,"80","100",,"0","0"
SJER,San Joaquin,SJER952,255866.700000000011642,4110753.000000000000000,LUAL4,Lupinus albifrons,"1661",center,7.400000000000000,217.199999999999989,13.199999999999999,10.000000000000000,"0",0.000000000000000,2.200000000000000,2.000000000000000,1.000000000000000,,"dead and horiz; broken but attached",Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255868.899999999994179,4110759.000000000000000,LUAL4,Lupinus albifrons,"1701",center,2.300000000000000,270.300000000000011,3.800000000000000,10.000000000000000,"0",0.000000000000000,1.100000000000000,0.900000000000000,1.000000000000000,,,Cone,"80","100",,"0","0"
SJER,San Joaquin,SJER952,255879.500000000000000,4110758.799999999813735,LUAL4,Lupinus albifrons,"1675",center,8.300000000000001,92.500000000000000,16.000000000000000,1.000000000000000,"0",0.000000000000000,2.700000000000000,2.700000000000000,2.100000000000000,,,Cone,"85","100",,"0","0"
SJER,San Joaquin,SJER952,255863.500000000000000,4110766.000000000000000,LUAL4,Lupinus albifrons,"1691",center,10.400000000000000,312.600000000000023,,130.000000000000000,"32",8.000000000000000,2.300000000000000,1.300000000000000,1.400000000000000,2 stems,dead and splayed,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255874.500000000000000,4110753.500000000000000,LUAL4,Lupinus albifrons,"1667",center,6.500000000000000,149.599999999999994,4.400000000000000,1.000000000000000,"0",0.000000000000000,1.100000000000000,1.100000000000000,0.900000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255874.399999999994179,4110759.500000000000000,LUAL4,Lupinus albifrons,"1679",center,3.200000000000000,82.500000000000000,13.600000000000000,10.000000000000000,"0",0.000000000000000,2.000000000000000,1.900000000000000,1.900000000000000,,,Cone,"40","100",,"0","0"
SJER,San Joaquin,SJER952,255869.200000000011642,4110762.200000000186265,LUAL4,Lupinus albifrons,"1706",center,3.800000000000000,327.600000000000023,9.600000000000000,1.000000000000000,"0",0.000000000000000,1.800000000000000,1.000000000000000,0.900000000000000,,,Hemisphere,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255861.799999999988358,4110761.200000000186265,LUAL4,Lupinus albifrons,"1696",center,9.600000000000000,283.199999999999989,10.699999999999999,10.000000000000000,"0",0.000000000000000,1.700000000000000,1.700000000000000,0.700000000000000,,dead and splayed horiz,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255866.100000000005821,4110757.500000000000000,LUAL4,Lupinus albifrons,"1654",center,5.300000000000000,254.300000000000011,5.000000000000000,1.000000000000000,"0",0.000000000000000,0.800000000000000,0.500000000000000,0.700000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255877.799999999988358,4110752.799999999813735,LUAL4,Lupinus albifrons,"1671",center,9.199999999999999,133.699999999999989,3.500000000000000,1.000000000000000,"0",0.000000000000000,0.400000000000000,0.300000000000000,0.600000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255877.299999999988358,4110763.500000000000000,LUAL4,Lupinus albifrons,"1685",center,7.600000000000000,53.600000000000001,10.500000000000000,1.000000000000000,"0",0.000000000000000,1.300000000000000,1.200000000000000,1.800000000000000,,dead,Cylinder,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255870.100000000005821,4110754.200000000186265,LUAL4,Lupinus albifrons,"1664",center,5.000000000000000,193.000000000000000,6.600000000000000,5.000000000000000,"0",0.000000000000000,1.900000000000000,1.900000000000000,1.700000000000000,,,Sphere,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255867.000000000000000,4110761.000000000000000,LUAL4,Lupinus albifrons,"1702",center,4.600000000000000,293.899999999999977,7.500000000000000,1.000000000000000,"0",0.000000000000000,0.500000000000000,0.400000000000000,1.400000000000000,,dead,Cylinder,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255865.799999999988358,4110758.000000000000000,LUAL4,Lupinus albifrons,"1653",center,5.500000000000000,259.100000000000023,3.900000000000000,1.000000000000000,"0",0.000000000000000,0.800000000000000,0.700000000000000,0.700000000000000,,,Hemisphere,"60","100",,"0","0"
SJER,San Joaquin,SJER952,255872.600000000005821,4110756.500000000000000,LUAL4,Lupinus albifrons,"1666",center,3.000000000000000,152.000000000000000,6.000000000000000,10.000000000000000,"0",0.000000000000000,2.000000000000000,1.500000000000000,1.400000000000000,,,Hemisphere,"95","100",f072,"0","0"
SJER,San Joaquin,SJER952,255864.500000000000000,4110756.500000000000000,LUAL4,Lupinus albifrons,"1652",center,7.100000000000000,250.099999999999994,6.600000000000000,1.000000000000000,"0",0.000000000000000,1.500000000000000,1.300000000000000,1.200000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255878.299999999988358,4110761.500000000000000,LUAL4,Lupinus albifrons,"1682",center,7.500000000000000,71.799999999999997,1.400000000000000,1.000000000000000,"0",0.000000000000000,0.500000000000000,0.300000000000000,0.600000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255862.899999999994179,4110763.000000000000000,LUAL4,Lupinus albifrons,"1695",center,9.100000000000000,294.800000000000011,4.500000000000000,10.000000000000000,"0",0.000000000000000,0.600000000000000,0.300000000000000,0.700000000000000,,dead and splayed,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255879.200000000011642,4110757.000000000000000,LUAL4,Lupinus albifrons,"1674",center,8.300000000000001,104.799999999999997,10.199999999999999,1.000000000000000,"0",0.000000000000000,1.400000000000000,1.300000000000000,2.200000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255867.799999999988358,4110762.200000000186265,LUAL4,Lupinus albifrons,"1704",center,4.700000000000000,313.199999999999989,5.400000000000000,10.000000000000000,"0",0.000000000000000,0.700000000000000,0.600000000000000,1.100000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255876.799999999988358,4110760.000000000000000,LUAL4,Lupinus albifrons,"1680",center,5.700000000000000,80.099999999999994,7.700000000000000,1.000000000000000,"0",0.000000000000000,1.400000000000000,1.200000000000000,1.500000000000000,,,Cone,"95","100",,"0","0"
SJER,San Joaquin,SJER952,255868.600000000005821,4110765.200000000186265,LUAL4,Lupinus albifrons,"1690",center,6.700000000000000,337.600000000000023,4.700000000000000,10.000000000000000,"0",0.000000000000000,0.800000000000000,0.700000000000000,0.700000000000000,,dead,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255871.799999999988358,4110767.799999999813735,LUAL4,Lupinus albifrons,"1688",center,8.800000000000001,3.900000000000000,5.900000000000000,10.000000000000000,"0",0.000000000000000,0.900000000000000,0.800000000000000,1.300000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255876.899999999994179,4110758.500000000000000,LUAL4,Lupinus albifrons,"1676",center,5.700000000000000,94.299999999999997,17.399999999999999,10.000000000000000,"0",0.000000000000000,2.500000000000000,2.100000000000000,2.000000000000000,,,Cone,"85","100",f071,"0","0"
SJER,San Joaquin,SJER952,255869.299999999988358,4110763.200000000186265,LUAL4,Lupinus albifrons,"1705",center,4.700000000000000,336.500000000000000,7.000000000000000,1.000000000000000,"0",0.000000000000000,1.800000000000000,1.400000000000000,1.300000000000000,,,Cone,"85","100",f073,"0","0"
SJER,San Joaquin,SJER952,255874.299999999988358,4110751.000000000000000,LUAL4,Lupinus albifrons,"1668",center,8.500000000000000,158.400000000000006,5.700000000000000,1.000000000000000,"0",0.000000000000000,1.900000000000000,1.600000000000000,1.200000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255878.200000000011642,4110756.000000000000000,LUAL4,Lupinus albifrons,"1673",center,7.600000000000000,112.799999999999997,13.000000000000000,0.000000000000000,"0",0.000000000000000,2.300000000000000,1.800000000000000,1.900000000000000,,,Hemisphere,"90","100",,"1","0"
SJER,San Joaquin,SJER952,255879.700000000011642,4110753.500000000000000,LUAL4,Lupinus albifrons,"1670",center,10.100000000000000,122.900000000000006,16.800000000000001,1.000000000000000,"0",0.000000000000000,3.900000000000000,2.700000000000000,1.600000000000000,,nearly dead and splayed from middle,Hemisphere,"10","100",,"0","0"
SJER,San Joaquin,SJER952,255869.899999999994179,4110756.799999999813735,LUAL4,Lupinus albifrons,"1665",center,2.700000000000000,208.599999999999994,,130.000000000000000,"22",22.000000000000000,3.600000000000000,2.000000000000000,1.500000000000000,3 stems splayed from middle,dead,,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255867.299999999988358,4110761.000000000000000,LUAL4,Lupinus albifrons,"1703",center,4.400000000000000,297.399999999999977,3.700000000000000,1.000000000000000,"0",0.000000000000000,0.900000000000000,0.800000000000000,1.200000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255863.799999999988358,4110757.500000000000000,LUAL4,Lupinus albifrons,"1651",center,7.600000000000000,257.199999999999989,4.700000000000000,1.000000000000000,"0",0.000000000000000,1.300000000000000,1.100000000000000,1.200000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255869.500000000000000,4110752.500000000000000,LUAL4,Lupinus albifrons,"1663",center,6.800000000000000,194.000000000000000,5.600000000000000,1.000000000000000,"0",0.000000000000000,1.200000000000000,1.000000000000000,1.100000000000000,,,Cone,"100","100",,"0","0"
SJER,San Joaquin,SJER952,255871.200000000011642,4110765.200000000186265,LUAL4,Lupinus albifrons,"1687",center,6.300000000000000,0.300000000000000,,130.000000000000000,"22",16.000000000000000,1.500000000000000,1.200000000000000,1.200000000000000,2 stems,dead and splayed,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255872.100000000005821,4110764.000000000000000,LUAL4,Lupinus albifrons,"1686",center,5.100000000000000,9.699999999999999,13.199999999999999,10.000000000000000,"22",38.000000000000000,2.800000000000000,1.800000000000000,1.200000000000000,2 stems,dead and splayed,Hemisphere,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255870.600000000005821,4110767.799999999813735,LUAL4,Lupinus albifrons,"1689",center,8.699999999999999,355.899999999999977,5.700000000000000,1.000000000000000,"0",0.000000000000000,0.900000000000000,0.800000000000000,1.300000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER952,255878.799999999988358,4110749.500000000000000,LUAL4,Lupinus albifrons,"1672",center,12.300000000000001,141.900000000000006,6.900000000000000,10.000000000000000,"0",0.000000000000000,1.400000000000000,0.700000000000000,0.900000000000000,,dead,Cone,"0","100",,"0","0"
SJER,San Joaquin,SJER112,257409.799999999988358,4111303.799999999813735,PISA2,Pinus sabiniana,"1505",center,5.600000000000000,30.399999999999999,30.600000000000001,130.000000000000000,"0",0.000000000000000,4.500000000000000,4.300000000000000,17.199999999999999,,,,"100","100",f032,"0","0"
SJER,San Joaquin,SJER1068,255844.399999999994179,4111582.000000000000000,PISA2,Pinus sabiniana,"1647",NW,4.200000000000000,22.399999999999999,63.700000000000003,130.000000000000000,"0",0.000000000000000,13.800000000000001,11.600000000000000,19.300000000000001,,,,"100","100",f083,"0","0"
SJER,San Joaquin,SJER112,257414.500000000000000,4111292.500000000000000,PISA2,Pinus sabiniana,"1504",SE,4.200000000000000,336.399999999999977,30.399999999999999,130.000000000000000,"0",0.000000000000000,5.500000000000000,5.000000000000000,14.900000000000000,,,,"100","100",f030,"0","0"
SJER,San Joaquin,SJER112,257424.399999999994179,4111305.799999999813735,PISA2,Pinus sabiniana,"1510",center,18.699999999999999,68.500000000000000,14.000000000000000,130.000000000000000,"0",0.000000000000000,4.100000000000000,2.500000000000000,8.900000000000000,,,,"100","100",,"0","0"
SJER,San Joaquin,SJER824,256177.000000000000000,4110066.000000000000000,PISA2,Pinus sabiniana,"1415",NW,8.199999999999999,4.700000000000000,82.200000000000003,130.000000000000000,"0",0.000000000000000,10.500000000000000,9.000000000000000,26.500000000000000,,,,"100","100",,"0","0"
SJER,San Joaquin,SJER916,257474.500000000000000,4109599.799999999813735,PISA2,Pinus sabiniana,"1562",center,22.000000000000000,140.500000000000000,56.500000000000000,130.000000000000000,"0",0.000000000000000,11.199999999999999,9.000000000000000,17.300000000000001,,20% of needles brown,,"80","100",,"0","0"
SJER,San Joaquin,SJER1068,255866.200000000011642,4111552.500000000000000,PISA2,Pinus sabiniana,"1645",SE,6.600000000000000,142.300000000000011,25.399999999999999,70.000000000000000,"0",0.000000000000000,4.800000000000000,4.600000000000000,8.600000000000000,2 boles at 90cm,,,"100","100",f082,"0","0"
